Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Employment & Income,Income,Median Household Income,2014,103555,"Census Tract 2656.02, Los Angeles County, California",265602,Westwood,1400000US06037265602,"(34.060621, -118.434347)",Median_Household_Income_2014_1400000US06037265602,01/01/2014
Employment & Income,Income,Median Household Income,2015,90763,"Census Tract 2163, Los Angeles County, California",216300,Carthay,1400000US06037216300,"(34.059083, -118.363807)",Median_Household_Income_2015_1400000US06037216300,01/01/2015
Employment & Income,Income,Median Household Income,2012,103580,"Census Tract 6205.22, Los Angeles County, California",620522,Redondo Beach,1400000US06037620522,"(33.8764625, -118.374998)",Median_Household_Income_2012_1400000US06037620522,01/01/2012
Employment & Income,Income,Median Household Income,2011,61702,"Census Tract 4318, Los Angeles County, California",431800,East San Gabriel,1400000US06037431800,"(34.1196565, -118.060933)",Median_Household_Income_2011_1400000US06037431800,01/01/2011
Employment & Income,Income,Median Household Income,2011,41332,"Census Tract 1239.01, Los Angeles County, California",123901,North Hollywood,1400000US06037123901,"(34.1848585, -118.394806)",Median_Household_Income_2011_1400000US06037123901,01/01/2011
Employment & Income,Income,Median Household Income,2013,83711,"Census Tract 4033.17, Los Angeles County, California",403317,Pomona,1400000US06037403317,"(34.0373535, -117.7844315)",Median_Household_Income_2013_1400000US06037403317,01/01/2013
Employment & Income,Income,Median Household Income,2014,103750,"Census Tract 4625, Los Angeles County, California",462500,Pasadena,1400000US06037462500,"(34.1667025, -118.1045445)",Median_Household_Income_2014_1400000US06037462500,01/01/2014
Employment & Income,Income,Median Household Income,2011,150350,"Census Tract 4306, Los Angeles County, California",430600,Sierra Madre,1400000US06037430600,"(34.1573315, -118.0497665)",Median_Household_Income_2011_1400000US06037430600,01/01/2011
Employment & Income,Income,Median Household Income,2015,58964,"Census Tract 1203, Los Angeles County, California",120300,Panorama City,1400000US06037120300,"(34.214918, -118.439841)",Median_Household_Income_2015_1400000US06037120300,01/01/2015
Employment & Income,Income,Median Household Income,2011,39777,"Census Tract 4053.01, Los Angeles County, California",405301,Vincent,1400000US06037405301,"(34.0876105, -117.9415245)",Median_Household_Income_2011_1400000US06037405301,01/01/2011
Employment & Income,Income,Median Household Income,2016,49259,"Census Tract 5006, Los Angeles County, California",500600,Pico Rivera,1400000US06037500600,"(34.0076875, -118.088568)",Median_Household_Income_2016_1400000US06037500600,01/01/2016
Employment & Income,Income,Median Household Income,2011,138750,"Census Tract 4606, Los Angeles County, California",460600,La Canada Flintridge,1400000US06037460600,"(34.2261145, -118.2193885)",Median_Household_Income_2011_1400000US06037460600,01/01/2011
Employment & Income,Income,Median Household Income,2011,52564,"Census Tract 1047.04, Los Angeles County, California",104704,Pacoima,1400000US06037104704,"(34.2625155, -118.4088415)",Median_Household_Income_2011_1400000US06037104704,01/01/2011
Employment & Income,Income,Median Household Income,2016,51275,"Census Tract 4323, Los Angeles County, California",432300,El Monte,1400000US06037432300,"(34.08602, -118.0440085)",Median_Household_Income_2016_1400000US06037432300,01/01/2016
Employment & Income,Income,Median Household Income,2014,208854,"Census Tract 2623.01, Los Angeles County, California",262301,Brentwood,1400000US06037262301,"(34.10129, -118.494583)",Median_Household_Income_2014_1400000US06037262301,01/01/2014
Employment & Income,Income,Median Household Income,2011,52443,"Census Tract 4800.11, Los Angeles County, California",480011,East San Gabriel,1400000US06037480011,"(34.125885, -118.0749615)",Median_Household_Income_2011_1400000US06037480011,01/01/2011
Employment & Income,Income,Median Household Income,2010,55093,"Census Tract 4800.11, Los Angeles County, California",480011,East San Gabriel,1400000US06037480011,"(34.125885, -118.0749615)",Median_Household_Income_2010_1400000US06037480011,01/01/2010
Employment & Income,Income,Median Household Income,2010,21938,"Census Tract 2060.50, Los Angeles County, California",206050,Boyle Heights,1400000US06037206050,"(34.0290235, -118.2229675)",Median_Household_Income_2010_1400000US06037206050,01/01/2010
Employment & Income,Income,Median Household Income,2012,31105,"Census Tract 2283.20, Los Angeles County, California",228320,Historic South-Central,1400000US06037228320,"(34.007893, -118.263681)",Median_Household_Income_2012_1400000US06037228320,01/01/2012
Employment & Income,Income,Median Household Income,2013,,"Census Tract 9800.07, Los Angeles County, California",980007,Long Beach,1400000US06037980007,"(33.7633785, -118.1035825)",Median_Household_Income_2013_1400000US06037980007,01/01/2013
Employment & Income,Income,Median Household Income,2011,71563,"Census Tract 4017.01, Los Angeles County, California",401701,Claremont,1400000US06037401701,"(34.114338, -117.7436235)",Median_Household_Income_2011_1400000US06037401701,01/01/2011
Employment & Income,Income,Median Household Income,2012,140357,"Census Tract 1417, Los Angeles County, California",141700,Sherman Oaks,1400000US06037141700,"(34.1379545, -118.4378355)",Median_Household_Income_2012_1400000US06037141700,01/01/2012
Employment & Income,Income,Median Household Income,2016,37514,"Census Tract 5357.02, Los Angeles County, California",535702,South Gate,1400000US06037535702,"(33.954266, -118.205026)",Median_Household_Income_2016_1400000US06037535702,01/01/2016
Employment & Income,Income,Median Household Income,2015,78869,"Census Tract 1941.01, Los Angeles County, California",194101,Hollywood Hills West,1400000US06037194101,"(34.113159, -118.352492)",Median_Household_Income_2015_1400000US06037194101,01/01/2015
Employment & Income,Income,Median Household Income,2012,58179,"Census Tract 4076.02, Los Angeles County, California",407602,La Puente,1400000US06037407602,"(34.03063, -117.944401)",Median_Household_Income_2012_1400000US06037407602,01/01/2012
Employment & Income,Income,Median Household Income,2013,73000,"Census Tract 4074, Los Angeles County, California",407400,West Covina,1400000US06037407400,"(34.0523575, -117.9577655)",Median_Household_Income_2013_1400000US06037407400,01/01/2013
Employment & Income,Income,Median Household Income,2012,,"Census Tract 9010.03, Los Angeles County, California",901003,Lancaster,1400000US06037901003,"(34.69674, -118.227897)",Median_Household_Income_2012_1400000US06037901003,01/01/2012
Employment & Income,Income,Median Household Income,2016,44974,"Census Tract 1193.20, Los Angeles County, California",119320,Panorama City,1400000US06037119320,"(34.239058, -118.453982)",Median_Household_Income_2016_1400000US06037119320,01/01/2016
Employment & Income,Income,Median Household Income,2013,46819,"Census Tract 2696.01, Los Angeles County, California",269601,Mid-City,1400000US06037269601,"(34.041783, -118.379673)",Median_Household_Income_2013_1400000US06037269601,01/01/2013
Employment & Income,Income,Median Household Income,2014,110427,"Census Tract 9201.16, Los Angeles County, California",920116,Castaic,1400000US06037920116,"(34.4830095, -118.6364085)",Median_Household_Income_2014_1400000US06037920116,01/01/2014
Employment & Income,Income,Median Household Income,2016,80417,"Census Tract 9303.01, Los Angeles County, California",930301,Angeles Crest,1400000US06037930301,"(34.2947535, -117.913563)",Median_Household_Income_2016_1400000US06037930301,01/01/2016
Employment & Income,Income,Median Household Income,2014,61643,"Census Tract 6500.04, Los Angeles County, California",650004,Torrance,1400000US06037650004,"(33.8778065, -118.3307945)",Median_Household_Income_2014_1400000US06037650004,01/01/2014
Employment & Income,Income,Median Household Income,2013,129622,"Census Tract 6203.05, Los Angeles County, California",620305,Manhattan Beach,1400000US06037620305,"(33.89289461, -118.4143834)",Median_Household_Income_2013_1400000US06037620305,01/01/2013
Employment & Income,Income,Median Household Income,2011,74844,"Census Tract 5017, Los Angeles County, California",501700,Whittier,1400000US06037501700,"(33.961379, -118.0189855)",Median_Household_Income_2011_1400000US06037501700,01/01/2011
Employment & Income,Income,Median Household Income,2014,99006,"Census Tract 4802.01, Los Angeles County, California",480201,San Gabriel,1400000US06037480201,"(34.1079865, -118.1118095)",Median_Household_Income_2014_1400000US06037480201,01/01/2014
Employment & Income,Income,Median Household Income,2011,78646,"Census Tract 2674.02, Los Angeles County, California",267402,Sawtelle,1400000US06037267402,"(34.042643, -118.465557)",Median_Household_Income_2011_1400000US06037267402,01/01/2011
Employment & Income,Income,Median Household Income,2014,72926,"Census Tract 7015.02, Los Angeles County, California",701502,Santa Monica,1400000US06037701502,"(34.025441, -118.4872355)",Median_Household_Income_2014_1400000US06037701502,01/01/2014
Employment & Income,Income,Median Household Income,2015,66725,"Census Tract 9201.02, Los Angeles County, California",920102,Ridge Route,1400000US06037920102,"(34.6130265, -118.5884185)",Median_Household_Income_2015_1400000US06037920102,01/01/2015
Employment & Income,Income,Median Household Income,2016,44155,"Census Tract 9005.07, Los Angeles County, California",900507,Lancaster,1400000US06037900507,"(34.6788835, -118.085749)",Median_Household_Income_2016_1400000US06037900507,01/01/2016
Employment & Income,Income,Median Household Income,2010,31861,"Census Tract 1282.10, Los Angeles County, California",128210,Van Nuys,1400000US06037128210,"(34.183584, -118.4443465)",Median_Household_Income_2010_1400000US06037128210,01/01/2010
Employment & Income,Income,Median Household Income,2016,61770,"Census Tract 5771, Los Angeles County, California",577100,Long Beach,1400000US06037577100,"(33.7707995, -118.148066)",Median_Household_Income_2016_1400000US06037577100,01/01/2016
Employment & Income,Income,Median Household Income,2012,57682,"Census Tract 1249.03, Los Angeles County, California",124903,Valley Village,1400000US06037124903,"(34.1666115, -118.4008715)",Median_Household_Income_2012_1400000US06037124903,01/01/2012
Employment & Income,Income,Median Household Income,2013,54679,"Census Tract 5502.01, Los Angeles County, California",550201,Norwalk,1400000US06037550201,"(33.926559, -118.085166)",Median_Household_Income_2013_1400000US06037550201,01/01/2013
Employment & Income,Income,Median Household Income,2011,28608,"Census Tract 2044.20, Los Angeles County, California",204420,Boyle Heights,1400000US06037204420,"(34.0445335, -118.211622)",Median_Household_Income_2011_1400000US06037204420,01/01/2011
Employment & Income,Income,Median Household Income,2010,32901,"Census Tract 5764.03, Los Angeles County, California",576403,Long Beach,1400000US06037576403,"(33.7789755, -118.1698145)",Median_Household_Income_2010_1400000US06037576403,01/01/2010
Employment & Income,Income,Median Household Income,2010,37005,"Census Tract 2315, Los Angeles County, California",231500,Vermont Square,1400000US06037231500,"(34.0072765, -118.310826)",Median_Household_Income_2010_1400000US06037231500,01/01/2010
Employment & Income,Income,Median Household Income,2015,39375,"Census Tract 2118.04, Los Angeles County, California",211804,Koreatown,1400000US06037211804,"(34.0671615, -118.3066105)",Median_Household_Income_2015_1400000US06037211804,01/01/2015
Employment & Income,Income,Median Household Income,2015,43711,"Census Tract 5537.02, Los Angeles County, California",553702,Paramount,1400000US06037553702,"(33.8963275, -118.1827705)",Median_Household_Income_2015_1400000US06037553702,01/01/2015
Employment & Income,Income,Median Household Income,2010,22720,"Census Tract 2083.02, Los Angeles County, California",208302,Westlake,1400000US06037208302,"(34.0634965, -118.26261)",Median_Household_Income_2010_1400000US06037208302,01/01/2010
Employment & Income,Income,Median Household Income,2014,80333,"Census Tract 2933.06, Los Angeles County, California",293306,Harbor City,1400000US06037293306,"(33.7829565, -118.303708)",Median_Household_Income_2014_1400000US06037293306,01/01/2014
Employment & Income,Income,Median Household Income,2013,19125,"Census Tract 2071.03, Los Angeles County, California",207103,Chinatown,1400000US06037207103,"(34.0642795, -118.2398345)",Median_Household_Income_2013_1400000US06037207103,01/01/2013
Employment & Income,Income,Median Household Income,2014,66722,"Census Tract 2079, Los Angeles County, California",207900,Downtown,1400000US06037207900,"(34.0403745, -118.260362)",Median_Household_Income_2014_1400000US06037207900,01/01/2014
